Sum_Parameter;Rotational speed [rpm];Torque [Nm];Tool wear [min];Air temperature [K];Process temperature [K];Machine failure
0;1374;47.8;139;300.7;311.1;0
0;1313;55.8;209;303.7;313.0;0
0;1514;35.2;174;301.1;311.1;0
1;1359;51.0;174;302.0;310.8;1
0;1466;44.2;153;297.9;307.4;0
0;1462;40.6;79;295.8;306.5;0
0;1392;22.5;22;300.1;309.5;0
0;1366;44.2;46;300.1;309.4;0
0;1351;44.3;73;300.2;311.5;0
0;1359;50.9;123;300.3;309.4;0
0;1827;24.7;204;297.4;308.9;0
0;1481;41.1;54;299.0;310.2;0
0;1558;33.5;164;300.9;310.8;0
0;1803;25.4;29;298.8;308.8;0
0;1530;40.0;197;299.3;310.8;0
0;1616;34.3;180;296.3;307.2;0
0;1701;28.9;129;298.4;307.8;0
0;1472;39.4;54;302.2;310.8;0
0;1576;30.0;0;298.6;309.8;0
0;1663;31.8;192;302.9;312.4;0
0;1544;37.9;96;297.7;309.3;0
0;1463;44.7;91;298.1;310.6;0
0;1852;22.1;29;300.0;311.4;0
0;1391;50.1;123;299.2;308.5;0
0;1496;42.9;221;299.0;310.3;0
0;1291;56.4;188;299.7;309.3;0
0;1589;37.2;0;295.5;306.0;0
0;1360;50.6;199;298.4;309.0;0
0;1483;46.3;85;302.2;311.5;0
0;1458;39.5;91;299.2;310.5;0
0;1500;40.5;45;297.9;308.9;0
0;1355;45.7;188;301.5;310.9;0
0;1571;37.7;50;298.4;308.0;0
0;1483;39.0;164;300.5;309.8;0
1;1371;53.9;231;299.2;310.3;1
0;1377;52.7;146;299.6;310.2;0
0;1509;34.2;0;298.3;309.3;0
0;1556;39.1;18;300.6;310.6;0
0;1515;32.0;5;298.1;308.9;0
0;1689;30.8;167;300.2;311.7;0
0;1444;40.0;0;297.7;307.2;0
0;1564;35.2;158;299.3;309.0;0
0;1564;35.1;196;299.6;309.2;0
0;1572;34.6;130;301.7;311.2;0
0;1501;44.0;127;303.5;312.9;0
0;1390;53.4;17;299.5;309.3;0
0;1479;44.5;12;299.2;308.4;0
0;1379;46.3;137;301.0;310.7;0
0;1547;45.0;183;297.9;309.9;0
0;1391;50.3;116;298.4;309.1;0
0;1472;47.0;23;300.9;309.5;0
0;1366;52.6;173;300.7;310.4;0
0;1571;37.6;42;300.9;310.9;0
0;1409;51.9;64;303.4;312.3;0
0;1408;41.1;73;301.9;310.7;0
0;1512;41.0;61;301.5;310.6;0
0;1650;31.2;107;298.2;309.0;0
0;1408;45.8;60;295.7;306.2;0
0;1357;56.2;121;300.9;310.7;0
0;1379;57.1;67;298.3;308.5;0
0;1564;32.8;52;302.7;312.2;0
0;1513;35.8;96;298.9;308.4;0
0;1495;40.3;103;298.5;309.6;0
0;1551;34.9;191;299.3;308.5;0
0;1549;34.4;89;300.2;309.5;0
0;1487;49.7;85;297.4;308.8;0
0;1932;21.7;175;301.0;310.5;0
0;1654;28.6;59;300.9;310.9;0
0;1654;30.7;85;303.4;312.2;0
0;1733;26.0;175;298.5;308.4;0
0;1504;36.2;76;300.5;309.3;0
0;1375;25.6;56;298.6;309.6;0
0;1521;18.9;40;302.5;312.0;0
0;1557;36.8;190;301.8;310.8;0
0;1454;30.1;130;300.3;309.6;0
0;1657;31.6;45;302.6;312.3;0
0;1576;38.8;15;298.4;309.1;0
0;1384;49.8;76;302.5;311.9;0
0;1648;38.2;197;302.3;311.7;0
0;1579;34.3;7;301.5;310.6;0
0;1601;33.0;19;300.2;311.6;0
0;1402;44.7;135;303.0;312.6;0
0;1474;48.1;98;297.0;308.3;0
0;1690;29.6;119;296.6;307.9;0
0;1669;31.8;43;300.3;311.7;0
0;1360;48.3;122;299.7;309.3;0
0;1713;29.3;13;296.8;308.0;0
0;1370;26.9;96;302.9;312.3;0
0;1639;31.8;188;303.7;312.7;0
0;1469;37.7;134;298.6;309.8;0
0;1419;41.2;230;303.2;311.4;0
0;1901;22.7;106;301.4;310.6;0
0;1376;50.9;124;299.0;308.6;0
0;1513;43.0;124;297.0;307.6;0
0;1841;24.2;180;297.8;307.3;0
0;1392;50.4;150;298.4;308.8;0
0;1356;54.1;30;302.8;311.6;0
0;1556;37.1;48;299.4;309.2;0
0;1559;36.7;96;299.0;310.2;0
0;1918;21.7;127;301.1;311.0;0
0;1331;53.9;77;298.9;308.8;0
0;1531;43.6;176;299.0;309.0;0
0;1452;44.5;109;299.9;309.4;0
0;1486;38.7;0;299.3;308.5;0
0;1568;37.4;12;297.5;308.6;0
0;1567;23.6;171;301.8;311.0;0
0;1384;35.3;0;299.3;309.1;0
0;1596;30.9;118;301.5;310.8;0
0;1441;45.7;163;298.9;310.0;0
0;1359;50.3;126;297.0;307.6;0
0;1556;37.3;100;298.9;310.1;0
0;1483;46.5;23;297.4;308.7;0
0;1452;39.6;97;297.3;308.4;0
0;1434;46.3;149;298.8;309.7;0
0;1536;38.8;7;298.9;310.6;0
0;1711;28.7;143;302.5;311.9;0
0;1765;30.8;191;297.2;308.0;0
0;1616;30.4;203;300.4;309.8;0
0;1583;35.2;171;302.0;310.4;0
0;1565;37.6;204;301.8;310.9;0
0;1387;24.9;66;300.7;309.5;0
0;1477;44.1;103;301.1;310.5;0
0;1571;33.5;60;300.1;311.4;0
0;1367;55.6;116;301.1;310.7;0
0;1452;42.0;119;300.6;309.5;0
0;1584;32.8;85;301.3;311.0;0
0;1427;44.3;45;302.2;311.3;0
0;1616;33.7;140;298.7;309.8;0
0;1384;50.7;112;301.4;310.7;0
0;1425;52.5;53;299.1;310.5;0
0;1545;35.8;110;297.5;308.6;0
0;1678;30.3;115;297.2;308.3;0
0;1507;37.6;116;302.5;311.0;0
0;1539;61.7;134;299.8;309.7;0
0;1675;27.5;64;297.5;309.1;0
0;1585;47.5;79;297.4;308.2;0
0;1427;46.5;205;300.7;310.4;0
0;1573;33.8;49;302.2;311.9;0
0;1448;47.7;197;298.1;308.8;0
0;1565;34.5;8;298.5;308.4;0
0;1497;42.1;179;298.7;309.8;0
0;1608;33.0;162;301.9;311.0;0
0;1731;34.1;112;302.4;310.1;0
0;1256;55.6;176;304.0;313.1;0
0;1469;44.0;0;299.2;310.7;0
0;1453;45.7;75;297.3;308.0;0
0;1479;40.7;199;301.0;310.9;0
0;1380;42.1;184;301.9;311.1;0
0;1761;25.5;181;299.5;309.3;0
0;1568;39.4;171;302.4;310.1;0
0;1418;36.1;64;303.0;312.4;0
0;1595;32.1;171;298.2;307.9;0
0;1567;39.4;87;298.6;309.6;0
0;1502;42.0;14;298.3;308.3;0
0;1435;48.3;177;296.3;307.2;0
0;1471;37.5;166;300.3;311.7;0
0;1556;47.3;8;302.7;311.5;0
0;1429;38.6;203;298.4;309.4;0
0;1555;35.2;169;300.6;309.6;0
0;1415;54.6;184;304.1;313.4;0
0;1462;37.9;60;299.0;310.2;0
0;1384;48.5;127;301.3;310.4;0
0;1528;37.7;44;297.6;308.6;0
0;1398;54.8;101;300.3;309.3;0
0;1658;31.0;15;302.5;311.4;0
0;1559;35.2;197;299.2;308.4;0
0;1483;56.0;101;297.5;308.4;0
0;1365;58.6;2;297.7;309.2;0
0;1610;35.3;158;297.7;309.1;0
0;1391;50.0;108;298.3;308.9;0
0;1665;29.0;89;300.5;309.3;0
0;1533;30.9;14;300.3;311.8;0
0;1487;42.8;84;297.7;308.4;0
0;1428;44.8;50;300.6;309.5;0
0;1485;47.9;19;300.6;310.1;0
0;1556;36.4;128;300.7;311.1;0
0;1705;29.5;71;299.2;310.4;0
0;1923;23.3;172;302.4;310.2;0
0;1502;38.4;23;298.7;309.8;0
0;1522;35.1;202;298.0;307.5;0
0;2137;46.0;99;301.3;310.6;0
0;1638;32.2;84;297.3;308.5;0
0;1648;34.8;202;298.2;310.1;0
0;1418;45.7;157;300.5;309.6;0
0;1661;29.6;59;300.7;310.4;0
0;1429;45.7;206;301.6;310.6;0
0;1544;42.6;74;298.1;307.7;0
0;1633;34.0;57;299.8;309.5;0
0;1388;53.2;155;299.6;310.9;0
0;1390;50.6;60;300.7;310.7;0
0;1558;39.5;170;300.2;311.7;0
0;1616;34.2;116;297.7;308.8;0
0;1838;24.3;108;300.5;310.7;0
0;1450;45.6;171;302.0;310.4;0
0;1689;33.5;79;302.4;311.0;0
0;1527;54.8;145;297.5;308.5;0
0;1389;53.0;94;300.9;312.1;0
0;1466;39.5;83;304.0;313.0;0
0;1545;36.9;100;299.7;309.4;0
0;1518;38.2;195;297.7;307.2;0
0;1444;48.1;14;303.6;312.5;0
0;1540;38.3;183;303.7;312.3;0
0;2129;17.4;153;297.1;308.4;0
0;1635;36.7;76;300.5;311.7;0
0;1551;35.7;59;300.6;310.2;0
0;1568;34.3;119;297.4;308.6;0
0;1548;43.6;16;300.4;311.7;0
0;1481;40.1;152;302.8;312.0;0
0;1433;49.2;110;297.5;308.7;0
0;1639;33.3;123;302.5;311.9;0
0;1489;32.1;7;300.0;309.1;0
0;1227;42.0;167;302.4;311.2;0
0;1729;30.7;191;300.4;311.7;0
0;1602;30.8;5;300.4;311.8;0
0;1623;34.0;132;303.3;312.6;0
0;1795;24.7;187;299.3;309.3;0
0;1563;40.0;132;300.1;309.3;0
0;1481;41.2;141;300.5;309.7;0
0;1525;38.0;15;300.7;310.5;0
0;1544;33.5;174;299.2;310.5;0
0;1607;37.3;118;297.4;308.7;0
0;1648;32.4;105;299.3;308.7;0
0;1452;49.8;0;301.0;311.1;0
0;1548;38.2;0;297.0;308.1;0
0;1412;46.5;7;301.9;310.6;0
0;1499;38.5;84;302.0;310.6;0
0;1568;33.4;192;302.0;309.8;0
0;1563;41.7;35;298.0;309.1;0
0;1428;41.6;119;300.2;311.8;0
0;1462;52.1;68;299.7;309.1;0
0;1309;60.5;87;300.6;310.2;0
0;1434;44.6;55;301.3;311.1;0
0;1524;42.9;24;302.5;312.0;0
0;1461;40.2;0;302.6;310.5;0
0;1416;40.7;241;302.8;312.4;0
0;1357;50.1;42;300.1;309.4;0
0;1381;48.1;70;301.4;310.6;0
0;1434;40.4;137;300.2;309.7;0
0;1527;43.4;0;298.1;308.8;0
0;1481;40.1;13;297.6;309.6;0
0;1556;37.5;104;299.4;309.2;0
0;1388;39.1;117;299.2;308.9;0
0;1563;40.6;137;299.4;309.0;0
0;1463;49.0;125;300.5;310.8;0
0;1507;41.8;105;302.3;312.0;0
0;1565;31.5;23;300.3;311.6;0
0;1618;33.4;42;300.8;310.3;0
0;1521;37.9;191;297.2;308.0;0
0;1369;47.9;112;298.4;309.5;0
0;1557;38.8;5;301.9;310.8;0
0;1594;35.0;197;298.8;310.2;0
0;1382;59.1;179;299.2;308.8;0
0;1566;38.9;156;297.3;308.1;0
0;1304;55.9;92;298.4;310.1;0
0;1604;30.0;46;300.2;311.8;0
0;1826;26.1;81;295.6;306.2;0
0;1559;44.3;215;299.4;309.1;0
0;1424;44.8;80;298.2;307.7;0
0;1924;23.6;0;301.6;310.6;0
0;1403;42.8;152;303.1;312.6;0
0;1415;46.0;192;300.4;309.9;0
0;1755;27.9;108;300.2;309.7;0
0;1530;30.0;3;302.2;311.5;0
0;1435;46.0;166;298.0;309.1;0
0;1451;44.4;155;297.1;308.4;0
0;1685;28.2;46;298.0;309.5;0
0;1420;47.3;153;298.9;309.9;0
0;1428;44.4;171;297.6;309.3;0
0;1563;34.5;112;302.4;310.1;0
0;1623;34.0;124;298.8;309.8;0
0;1474;44.3;194;297.2;308.1;0
0;1452;50.8;198;302.1;310.9;0
0;1681;27.1;52;298.0;308.9;0
0;1335;52.3;72;298.2;307.8;0
0;1408;48.7;54;303.5;312.4;0
0;1294;45.1;107;299.3;310.6;0
0;1476;41.7;44;300.0;311.3;0
0;1517;43.7;146;300.0;309.7;0
0;1588;31.2;127;303.5;312.4;0
0;1685;31.3;147;300.4;309.6;0
0;1362;44.6;98;298.6;309.0;0
0;1420;45.9;148;296.9;307.9;0
0;1570;36.3;119;302.4;310.7;0
0;1693;28.1;156;298.4;308.1;0
0;1487;47.7;70;298.7;310.2;0
0;1431;45.2;204;301.7;310.5;0
0;1543;32.4;100;302.4;310.0;0
0;1356;25.9;54;297.4;308.5;0
0;1459;42.8;66;297.6;309.2;0
0;1646;34.7;159;300.6;311.4;0
0;1408;46.2;94;298.8;310.0;0
0;1558;43.2;76;300.0;309.3;0
0;1530;35.2;26;297.9;309.0;0
0;1472;46.2;158;299.2;308.9;0
0;1565;34.3;137;296.9;307.8;0
0;1566;35.2;128;297.1;308.2;0
0;1408;43.2;156;299.0;310.3;0
0;1760;45.4;100;300.1;309.6;0
0;1382;56.0;160;300.3;311.6;0
0;1816;25.3;93;300.6;310.0;0
0;1832;24.8;25;301.0;311.9;0
0;1498;40.3;173;300.2;311.7;0
0;1436;47.3;181;300.5;311.6;0
0;1323;57.0;184;302.6;311.6;0
0;1398;43.2;7;301.0;310.8;0
0;1515;40.0;105;298.0;308.8;0
0;1720;25.8;170;302.6;312.1;0
0;1429;44.0;63;301.5;310.6;0
0;1423;45.3;64;298.6;309.6;0
0;1472;40.0;123;300.5;310.7;0
0;1668;28.8;180;302.3;311.7;0
0;1407;51.1;124;300.6;310.4;0
0;1485;42.2;125;298.8;309.9;0
0;1482;39.5;20;298.1;308.6;0
0;1402;45.7;192;298.0;308.3;0
0;1668;23.4;33;298.2;307.9;0
0;1456;44.4;29;297.4;308.7;0
0;1504;32.6;5;299.2;308.4;0
0;1557;31.2;142;300.8;310.5;0
0;1615;34.4;204;301.8;310.9;0
0;1546;40.6;76;298.2;309.0;0
1;1326;49.3;53;302.6;312.5;1
0;1332;55.5;128;303.5;312.9;0
0;1708;29.0;18;300.9;310.8;0
0;1498;37.0;73;296.8;307.9;0
0;1435;45.4;204;300.3;309.6;0
0;1417;47.0;111;298.9;310.1;0
0;1610;34.4;173;299.0;310.2;0
0;1474;40.0;205;299.1;308.2;0
0;1630;29.9;211;299.3;308.7;0
0;1727;26.0;197;298.9;308.6;0
0;1463;49.2;140;303.3;312.6;0
0;1582;38.1;108;297.8;308.9;0
0;1731;28.3;142;301.2;310.6;0
0;1610;33.6;194;298.7;309.6;0
1;1326;75.4;172;297.2;307.9;1
0;1408;45.0;137;300.7;309.8;0
0;1526;43.2;195;299.2;309.0;0
0;1413;47.1;146;301.0;312.0;0
0;1459;42.0;21;299.2;310.3;0
0;1557;32.5;201;300.8;310.8;0
0;1372;42.9;157;297.8;307.5;0
0;1371;46.2;121;297.5;308.7;0
0;1332;38.6;61;298.5;308.8;0
0;1564;35.0;124;301.5;310.7;0
0;1511;34.3;126;298.9;308.6;0
0;1520;38.3;146;297.1;308.4;0
0;2090;17.8;21;303.0;312.5;0
0;1445;47.3;3;300.6;310.2;0
0;1493;42.4;46;298.7;308.5;0
0;1579;28.6;2;300.5;309.5;0
0;1534;35.2;17;298.6;309.6;0
0;1535;39.6;7;300.6;311.8;0
0;1731;29.1;217;298.0;308.7;0
0;1362;47.4;44;298.6;309.4;0
0;1666;29.6;168;297.9;308.6;0
0;1811;24.4;121;298.2;307.8;0
0;1351;52.7;127;300.5;311.5;0
0;1506;33.1;163;296.7;307.5;0
0;1496;28.5;77;298.8;309.7;0
0;1388;46.0;96;298.3;308.0;0
0;1804;26.1;80;298.1;307.7;0
0;1402;54.9;165;300.7;310.6;0
0;1666;34.6;15;298.2;308.4;0
0;1692;29.7;181;303.5;312.3;0
0;1452;41.3;12;300.3;311.8;0
0;1448;40.1;209;300.3;310.3;0
0;1435;54.3;44;300.4;310.5;0
0;1471;43.8;99;301.9;310.9;0
0;1564;39.2;31;298.5;308.1;0
0;1387;44.7;68;298.8;308.7;0
0;1392;48.6;78;298.2;307.7;0
0;1339;58.8;35;298.3;309.1;0
0;1406;47.7;105;297.2;308.3;0
0;1470;41.7;109;303.5;312.3;0
0;1515;39.1;122;297.0;308.1;0
0;2055;19.6;210;303.0;311.3;0
0;1646;27.5;78;300.2;311.6;0
0;1608;33.3;27;302.2;310.8;0
0;1288;62.4;64;297.5;308.7;0
0;1435;49.8;135;303.5;312.9;0
0;1500;39.6;168;299.4;308.9;0
0;1432;45.8;149;300.8;311.7;0
1;1348;52.3;97;302.4;310.3;1
0;1629;30.8;104;301.5;310.5;0
0;1347;54.3;85;298.5;308.7;0
0;1710;28.9;197;303.6;312.2;0
0;1551;36.6;190;299.5;310.5;0
0;1414;46.8;56;295.7;306.3;0
0;1393;45.5;33;298.0;309.0;0
0;1451;46.6;88;297.2;308.6;0
0;1827;22.9;217;299.4;310.8;0
0;1390;47.5;173;300.5;309.9;0
0;1557;37.8;62;301.9;310.8;0
0;1428;46.6;0;297.6;309.5;0
0;1590;33.5;127;297.5;308.6;0
0;1447;44.4;144;300.8;310.6;0
0;1460;47.9;63;299.8;309.0;0
0;1695;29.0;139;297.9;307.6;0
0;1736;29.9;201;299.3;308.8;0
0;1569;33.5;184;298.0;307.7;0
0;1643;33.1;91;298.1;309.0;0
0;1284;53.6;188;303.7;312.4;0
0;1466;42.3;132;300.6;310.1;0
0;1785;25.8;27;300.7;309.5;0
0;1476;45.6;19;297.5;308.2;0
0;1441;43.2;65;302.5;311.8;0
0;1456;45.1;161;297.3;308.1;0
0;1467;35.2;216;297.3;308.7;0
0;1445;41.7;10;300.8;311.6;0
0;1499;41.8;179;297.4;308.8;0
0;1457;43.4;33;301.2;310.7;0
0;1422;44.9;192;299.1;310.5;0
0;1759;27.3;46;295.6;306.3;0
0;1448;50.2;206;300.6;311.7;0
0;1602;29.6;2;301.6;310.5;0
0;1800;24.1;171;299.0;308.6;0
0;1419;51.4;35;299.1;310.4;0
0;1423;51.1;141;300.3;311.5;0
0;1574;42.5;33;303.4;312.8;0
0;1488;41.0;174;298.2;308.3;0
0;1540;43.0;141;297.2;308.6;0
0;1427;45.2;0;299.8;309.8;0
0;1528;52.9;116;301.5;310.5;0
0;1419;46.3;30;297.4;308.9;0
0;1415;53.6;124;299.0;310.6;0
0;1524;34.7;57;297.0;307.9;0
0;1441;42.1;152;298.9;308.5;0
0;1852;25.9;121;300.2;307.8;0
0;1354;48.8;65;298.1;308.6;0
0;1484;39.8;192;298.9;310.1;0
0;1553;33.9;152;301.5;310.7;0
0;1488;41.0;101;297.7;308.7;0
0;1377;51.5;14;300.5;310.8;0
0;1460;53.3;214;303.8;312.4;0
0;1535;39.3;59;299.0;310.1;0
0;1546;37.7;50;300.7;312.0;0
0;1491;38.8;173;300.3;309.7;0
0;1828;25.4;48;298.9;310.2;0
0;1771;28.8;98;300.2;309.8;0
1;1660;31.4;38;300.1;311.4;1
0;1466;39.8;184;300.4;309.7;0
0;1697;30.5;94;299.1;310.4;0
0;1443;47.9;110;300.7;309.5;0
0;1717;27.0;98;298.3;307.7;0
0;1547;36.1;112;299.1;308.6;0
0;1528;33.1;150;300.3;309.4;0
0;1481;38.5;83;301.3;310.6;0
0;1441;47.1;197;299.0;310.5;0
0;1709;30.4;196;297.3;308.1;0
0;1453;42.8;86;302.9;312.2;0
0;1397;45.4;21;301.4;310.7;0
0;1398;61.8;151;298.3;308.5;0
0;1451;29.3;33;301.8;310.6;0
0;1314;52.1;200;297.0;307.8;0
0;1425;41.6;190;297.8;307.4;0
0;1445;40.6;74;300.6;309.6;0
0;1408;41.6;170;301.1;311.0;0
0;1496;43.4;44;300.1;309.4;0
0;1571;36.1;142;298.3;308.6;0
0;1438;50.1;47;301.7;310.1;0
0;1482;37.9;131;300.2;309.4;0
0;2179;14.2;181;302.2;311.4;0
0;1578;38.0;46;299.9;309.6;0
0;1630;29.7;170;299.3;308.8;0
0;1382;52.9;88;298.8;310.3;0
0;1384;51.6;139;300.5;309.7;0
0;1668;28.7;187;300.7;310.6;0
0;1553;38.2;97;302.2;311.1;0
0;1581;37.3;124;302.3;310.9;0
0;1369;49.5;139;300.5;309.9;0
0;1438;45.7;179;300.5;310.7;0
0;1459;47.4;152;303.6;312.5;0
0;1569;33.5;63;297.4;308.3;0
0;1365;44.9;189;297.5;308.5;0
0;1486;45.0;3;302.2;310.8;0
0;1548;40.3;64;298.3;308.6;0
0;1349;41.8;71;301.0;311.3;0
0;1507;41.3;158;299.2;310.2;0
0;1634;31.1;171;301.5;310.8;0
0;1522;37.4;188;297.9;309.9;0
0;1532;39.5;55;299.1;310.5;0
0;1960;49.4;66;300.7;310.5;0
0;1415;49.0;50;303.7;313.0;0
0;1543;39.1;133;302.0;310.5;0
0;1490;46.8;217;300.8;311.7;0
0;1292;60.6;142;300.6;309.7;0
0;1446;43.9;156;298.0;308.2;0
0;1482;39.7;0;297.2;308.1;0
0;1366;49.1;161;298.9;310.2;0
0;1488;39.6;135;301.0;309.6;0
0;1324;52.1;113;298.0;308.7;0
0;1452;43.7;42;298.6;308.2;0
0;1564;37.3;47;300.4;311.7;0
0;1420;53.2;186;300.1;311.1;0
0;1622;35.7;129;297.6;307.4;0
0;1672;29.1;156;299.2;310.0;0
0;1384;50.2;135;298.2;309.4;0
0;1403;51.6;80;301.5;311.1;0
0;1341;59.3;49;301.3;311.0;0
0;1650;28.1;51;295.5;306.2;0
0;1434;46.5;112;300.9;312.6;0
0;1589;35.0;127;297.3;308.2;0
0;1392;52.5;98;298.0;307.6;0
0;1593;29.6;174;299.2;308.7;0
0;1361;54.8;167;299.8;310.0;0
0;1375;48.6;7;300.6;312.0;0
0;1477;44.0;41;297.2;308.3;0
0;1458;43.2;24;299.8;309.4;0
0;1628;30.3;135;301.0;309.6;0
0;1828;26.3;125;300.5;310.8;0
0;1510;34.5;172;298.5;308.4;0
0;1416;46.7;82;302.0;310.6;0
0;1459;42.0;189;298.6;309.7;0
0;1202;59.9;190;298.9;310.6;0
0;1435;56.8;72;298.7;310.1;0
0;1567;36.8;223;297.5;308.5;0
0;1429;52.7;92;296.5;307.6;0
0;1398;45.5;138;298.3;309.4;0
0;1543;37.7;139;300.8;310.6;0
0;1697;29.8;74;298.7;309.6;0
0;1477;34.3;53;297.8;307.8;0
0;1484;41.4;13;301.6;310.9;0
0;1450;43.4;9;297.3;308.6;0
0;1480;39.4;166;301.0;309.8;0
0;1570;31.8;31;300.3;309.8;0
0;1629;59.9;131;300.7;309.4;0
0;1591;29.5;23;301.4;310.7;0
0;1462;45.3;114;299.0;310.4;0
0;1661;34.2;5;296.7;307.4;0
0;1355;48.7;23;303.1;311.2;0
0;1392;50.9;174;297.4;308.4;0
0;1721;28.0;56;304.2;313.4;0
0;1501;37.7;57;300.1;309.6;0
0;1505;41.2;33;301.9;310.8;0
0;1685;27.9;173;301.0;310.4;0
1;1326;48.1;40;302.8;310.6;1
0;1355;51.2;13;298.4;309.2;0
0;1732;26.1;138;298.8;308.5;0
0;1748;25.8;150;300.0;309.2;0
0;1662;28.5;204;298.2;307.9;0
0;1402;51.2;181;297.1;308.3;0
0;1491;37.1;21;299.6;310.2;0
0;1508;41.3;159;302.3;311.9;0
0;1491;46.8;98;302.1;310.7;0
0;1495;37.7;153;299.6;310.9;0
0;1432;42.6;191;301.6;310.9;0
0;1403;40.0;77;297.3;308.0;0
0;1562;39.2;150;297.5;308.5;0
0;1531;37.2;121;300.5;310.7;0
0;1357;41.8;104;301.0;311.6;0
0;1461;40.4;20;298.9;309.9;0
0;1469;39.8;85;300.7;310.6;0
0;1578;31.8;212;302.0;310.9;0
0;1570;38.0;51;299.0;310.2;0
0;1570;35.2;158;297.3;308.1;0
0;1388;51.5;5;300.5;309.7;0
0;1538;39.8;5;297.2;308.1;0
0;1416;43.0;139;300.7;310.9;0
0;1610;36.9;171;297.3;308.5;0
0;1478;46.4;170;300.7;311.1;0
0;1565;33.8;148;298.1;307.7;0
0;1470;49.5;98;300.6;310.0;0
0;1603;32.3;105;301.7;310.6;0
0;1520;38.6;157;301.4;311.0;0
0;1390;48.6;81;301.2;310.3;0
0;1543;34.3;166;296.7;307.7;0
0;1607;33.7;71;298.8;309.8;0
0;1769;26.3;16;297.0;308.2;0
0;1535;37.0;134;299.8;311.2;0
0;1549;36.2;209;299.2;310.8;0
0;1573;36.5;114;302.4;311.0;0
0;1353;45.3;194;301.5;310.9;0
0;1456;44.5;50;301.0;312.1;0
0;1413;42.6;82;301.7;311.2;0
0;1469;39.4;60;300.6;310.6;0
0;1597;31.0;156;300.0;309.0;0
0;1529;36.8;59;297.4;308.4;0
0;1444;39.0;61;302.4;311.2;0
0;1626;31.4;21;302.0;311.4;0
0;1959;31.9;59;303.5;311.7;0
0;1953;49.0;25;298.6;309.7;0
0;1355;53.6;72;300.4;311.4;0
0;1680;28.1;182;302.0;310.6;0
0;1671;30.0;14;297.9;308.3;0
0;1687;36.7;47;298.6;309.5;0
0;1685;31.3;129;296.2;306.8;0
0;1497;38.5;90;300.5;311.6;0
0;1936;23.9;129;300.4;311.3;0
0;1501;45.1;182;300.2;310.0;0
0;1519;53.4;104;298.6;308.7;0
0;1486;39.9;181;297.8;308.4;0
0;1449;44.8;84;300.6;309.5;0
0;1791;51.0;108;300.0;309.1;0
0;1971;23.2;44;301.5;310.3;0
0;1622;34.4;81;301.6;310.6;0
0;1695;29.5;58;298.9;310.1;0
0;1531;41.9;16;301.2;310.9;0
0;1446;43.6;26;300.4;309.6;0
0;1580;35.7;167;302.0;310.4;0
0;1757;29.6;119;300.7;311.8;0
0;1479;40.3;61;298.9;310.2;0
0;1906;23.5;62;302.0;310.8;0
0;1486;41.2;246;302.8;310.6;0
0;1793;24.5;15;300.3;311.7;0
0;1618;32.0;157;297.8;307.5;0
0;1498;46.2;114;299.6;310.8;0
0;1507;39.0;189;299.9;309.4;0
0;1352;48.4;132;300.0;311.5;0
0;1533;34.3;76;297.4;308.5;0
0;1457;44.7;51;300.0;309.6;0
0;1823;27.2;160;298.2;309.0;0
0;1480;41.3;101;302.3;311.8;0
0;1736;28.8;95;301.6;311.1;0
0;1518;35.5;80;298.6;309.8;0
0;1465;43.1;78;300.2;311.6;0
0;1422;48.8;14;300.2;309.5;0
0;1490;38.5;98;298.0;309.0;0
0;1430;52.4;104;302.2;311.6;0
0;1916;23.3;49;299.0;310.1;0
0;1530;40.0;65;298.1;309.1;0
0;1657;36.0;98;302.5;311.8;0
0;1543;34.5;127;296.7;307.6;0
0;1677;26.4;146;297.2;308.6;0
0;1498;37.6;136;298.8;309.7;0
0;1669;29.0;164;295.5;306.1;0
0;1303;55.5;30;299.3;308.5;0
0;1370;38.3;131;299.7;310.5;0
0;1535;40.6;74;298.8;308.5;0
0;1677;30.5;46;302.8;312.1;0
0;1420;45.7;24;300.6;309.5;0
1;1361;47.4;54;302.4;310.1;1
0;1560;38.7;85;300.3;309.5;0
0;1683;28.4;98;303.7;313.1;0
0;1628;49.8;123;298.3;309.1;0
0;1387;48.6;103;303.0;311.2;0
0;1563;36.1;160;302.6;310.2;0
0;1615;33.0;192;297.2;308.1;0
0;1631;30.3;128;298.8;310.2;0
0;1540;36.2;26;300.8;311.9;0
0;1796;47.7;90;299.1;310.6;0
0;1466;27.0;82;302.9;312.3;0
0;1649;28.3;27;299.8;309.5;0
0;1555;37.9;149;300.4;311.5;0
0;1288;49.7;77;298.8;309.9;0
0;1488;41.6;30;301.0;311.0;0
0;1378;45.3;125;298.7;309.9;0
0;1471;53.5;203;299.3;308.6;0
0;1740;29.2;110;301.4;310.6;0
0;1412;44.0;11;302.2;310.0;0
0;1706;29.5;107;300.9;310.9;0
0;1481;38.5;181;300.8;311.2;0
0;1330;56.2;163;300.1;309.2;0
0;1419;45.8;47;298.2;308.3;0
0;1356;42.6;34;298.6;309.9;0
0;1638;35.4;127;301.9;311.0;0
0;1441;43.7;192;297.1;308.4;0
0;1644;30.7;102;298.6;309.7;0
1;1351;52.1;40;302.6;310.5;1
0;1355;56.8;166;300.5;309.9;0
0;1682;27.8;67;299.3;308.6;0
0;1531;36.8;25;302.0;310.9;0
0;1514;45.1;116;304.0;313.1;0
